Date,Day,Time,Customers
2024-03-13,Wednesday,13:00:00,44
2024-03-13,Wednesday,14:00:00,40
2024-03-13,Wednesday,15:00:00,34
2024-03-13,Wednesday,16:00:00,32
2024-03-13,Wednesday,17:00:00,27
2024-03-13,Wednesday,18:00:00,25
2024-03-13,Wednesday,19:00:00,21
2024-03-13,Wednesday,20:00:00,14
2024-03-13,Wednesday,21:00:00,8
2024-03-12,Tuesday,10:00:00,40
2024-03-12,Tuesday,11:00:00,76
2024-03-12,Tuesday,12:00:00,99
2024-03-12,Tuesday,13:00:00,91
2024-03-12,Tuesday,14:00:00,76
2024-03-12,Tuesday,15:00:00,47
2024-03-12,Tuesday,16:00:00,29
2024-03-12,Tuesday,17:00:00,26
2024-03-12,Tuesday,18:00:00,30
2024-03-12,Tuesday,19:00:00,20
2024-03-12,Tuesday,20:00:00,14
2024-03-12,Tuesday,21:00:00,7
2024-03-11,Monday,10:00:00,10
2024-03-11,Monday,11:00:00,23
2024-03-11,Monday,12:00:00,45
2024-03-11,Monday,13:00:00,51
2024-03-11,Monday,14:00:00,49
2024-03-11,Monday,15:00:00,36
2024-03-11,Monday,16:00:00,26
2024-03-11,Monday,17:00:00,25
2024-03-11,Monday,18:00:00,23
2024-03-11,Monday,19:00:00,24
2024-03-11,Monday,20:00:00,20
2024-03-11,Monday,21:00:00,11
2024-03-10,Sunday,10:00:00,15
2024-03-10,Sunday,11:00:00,36
2024-03-10,Sunday,12:00:00,50
2024-03-10,Sunday,13:00:00,57
2024-03-10,Sunday,14:00:00,57
2024-03-10,Sunday,15:00:00,50
2024-03-10,Sunday,16:00:00,38
2024-03-10,Sunday,17:00:00,46
2024-03-10,Sunday,18:00:00,47
2024-03-10,Sunday,19:00:00,37
2024-03-10,Sunday,20:00:00,23
2024-03-10,Sunday,21:00:00,13
2024-03-09,Saturday,10:00:00,9
2024-03-09,Saturday,11:00:00,24
2024-03-09,Saturday,12:00:00,3
2024-03-09,Saturday,13:00:00,46
2024-03-09,Saturday,14:00:00,49
2024-03-09,Saturday,15:00:00,38
2024-03-09,Saturday,16:00:00,34
2024-03-09,Saturday,17:00:00,40
2024-03-09,Saturday,18:00:00,50
2024-03-09,Saturday,19:00:00,46
2024-03-09,Saturday,20:00:00,29
2024-03-09,Saturday,21:00:00,13
2024-03-08,Friday,10:00:00,15
2024-03-08,Friday,11:00:00,35
2024-03-08,Friday,12:00:00,47
2024-03-08,Friday,13:00:00,50
2024-03-08,Friday,14:00:00,44
2024-03-08,Friday,15:00:00,36
2024-03-08,Friday,16:00:00,31
2024-03-08,Friday,17:00:00,35
2024-03-08,Friday,18:00:00,34
2024-03-08,Friday,19:00:00,35
2024-03-08,Friday,20:00:00,26
2024-03-08,Friday,21:00:00,18
2024-03-07,Thursday,10:00:00,11
2024-03-07,Thursday,11:00:00,21
2024-03-07,Thursday,12:00:00,37
2024-03-07,Thursday,13:00:00,48
2024-03-07,Thursday,14:00:00,40
2024-03-07,Thursday,15:00:00,31
2024-03-07,Thursday,16:00:00,24
2024-03-07,Thursday,17:00:00,26
2024-03-07,Thursday,18:00:00,31
2024-03-07,Thursday,19:00:00,24
2024-03-07,Thursday,20:00:00,21
2024-03-07,Thursday,21:00:00,10
2024-03-06,Wednesday,10:00:00,18
2024-03-06,Wednesday,11:00:00,30
2024-03-06,Wednesday,12:00:00,42
2024-03-06,Wednesday,13:00:00,49
2024-03-06,Wednesday,14:00:00,34
2024-03-06,Wednesday,15:00:00,37
2024-03-06,Wednesday,16:00:00,34
2024-03-06,Wednesday,17:00:00,28
2024-03-06,Wednesday,18:00:00,24
2024-03-06,Wednesday,19:00:00,19
2024-03-06,Wednesday,20:00:00,14
2024-03-06,Wednesday,21:00:00,7
2024-03-05,Tuesday,10:00:00,43
2024-03-05,Tuesday,11:00:00,76
2024-03-05,Tuesday,12:00:00,104
2024-03-05,Tuesday,13:00:00,110
2024-03-05,Tuesday,14:00:00,80
2024-03-05,Tuesday,15:00:00,46
2024-03-05,Tuesday,16:00:00,30
2024-03-05,Tuesday,17:00:00,25
2024-03-05,Tuesday,18:00:00,28
2024-03-05,Tuesday,19:00:00,20
2024-03-05,Tuesday,20:00:00,14
2024-03-05,Tuesday,21:00:00,7
2024-03-04,Monday,10:00:00,10
2024-03-04,Monday,11:00:00,23
2024-03-04,Monday,12:00:00,40
2024-03-04,Monday,13:00:00,51
2024-03-04,Monday,14:00:00,48
2024-03-04,Monday,15:00:00,35
2024-03-04,Monday,16:00:00,26
2024-03-04,Monday,17:00:00,23
2024-03-04,Monday,18:00:00,23
2024-03-04,Monday,19:00:00,24
2024-03-04,Monday,20:00:00,19
2024-03-04,Monday,21:00:00,12
2024-03-03,Sunday,10:00:00,14
2024-03-03,Sunday,11:00:00,32
2024-03-03,Sunday,12:00:00,48
2024-03-03,Sunday,13:00:00,58
2024-03-03,Sunday,14:00:00,53
2024-03-03,Sunday,15:00:00,48
2024-03-03,Sunday,16:00:00,40
2024-03-03,Sunday,17:00:00,49
2024-03-03,Sunday,18:00:00,40
2024-03-03,Sunday,19:00:00,39
2024-03-03,Sunday,20:00:00,26
2024-03-03,Sunday,21:00:00,12
2024-03-02,Saturday,10:00:00,9
2024-03-02,Saturday,11:00:00,21
2024-03-02,Saturday,12:00:00,3
2024-03-02,Saturday,13:00:00,46
2024-03-02,Saturday,14:00:00,51
2024-03-02,Saturday,15:00:00,42
2024-03-02,Saturday,16:00:00,35
2024-03-02,Saturday,17:00:00,41
2024-03-02,Saturday,18:00:00,53
2024-03-02,Saturday,19:00:00,44
2024-03-02,Saturday,20:00:00,29
2024-03-02,Saturday,21:00:00,14
2024-03-01,Friday,10:00:00,16
2024-03-01,Friday,11:00:00,32
2024-03-01,Friday,12:00:00,50
2024-03-01,Friday,13:00:00,52
2024-03-01,Friday,14:00:00,39
2024-03-01,Friday,15:00:00,33
2024-03-01,Friday,16:00:00,37
2024-03-01,Friday,17:00:00,37
2024-03-01,Friday,18:00:00,36
2024-03-01,Friday,19:00:00,36
2024-03-01,Friday,20:00:00,28
2024-03-01,Friday,21:00:00,21
2024-02-29,Thursday,10:00:00,10
2024-02-29,Thursday,11:00:00,21
2024-02-29,Thursday,12:00:00,37
2024-02-29,Thursday,13:00:00,53
2024-02-29,Thursday,14:00:00,37
2024-02-29,Thursday,15:00:00,29
2024-02-29,Thursday,16:00:00,25
2024-02-29,Thursday,17:00:00,25
2024-02-29,Thursday,18:00:00,27
2024-02-29,Thursday,19:00:00,24
2024-02-29,Thursday,20:00:00,20
2024-02-29,Thursday,21:00:00,10
2024-02-28,Wednesday,10:00:00,18
2024-02-28,Wednesday,11:00:00,31
2024-02-28,Wednesday,12:00:00,42
2024-02-28,Wednesday,13:00:00,42
2024-02-28,Wednesday,14:00:00,38
2024-02-28,Wednesday,15:00:00,37
2024-02-28,Wednesday,16:00:00,33
2024-02-28,Wednesday,17:00:00,31
2024-02-28,Wednesday,18:00:00,25
2024-02-28,Wednesday,19:00:00,20
2024-02-28,Wednesday,20:00:00,16
2024-02-28,Wednesday,21:00:00,7
2024-02-27,Tuesday,10:00:00,41
2024-02-27,Tuesday,11:00:00,76
2024-02-27,Tuesday,12:00:00,99
2024-02-27,Tuesday,13:00:00,99
2024-02-27,Tuesday,14:00:00,79
2024-02-27,Tuesday,15:00:00,45
2024-02-27,Tuesday,16:00:00,33
2024-02-27,Tuesday,17:00:00,25
2024-02-27,Tuesday,18:00:00,31
2024-02-27,Tuesday,19:00:00,19
2024-02-27,Tuesday,20:00:00,13
2024-02-27,Tuesday,21:00:00,7
2024-02-26,Monday,10:00:00,9
2024-02-26,Monday,11:00:00,23
2024-02-26,Monday,12:00:00,40
2024-02-26,Monday,13:00:00,51
2024-02-26,Monday,14:00:00,48
2024-02-26,Monday,15:00:00,38
2024-02-26,Monday,16:00:00,26
2024-02-26,Monday,17:00:00,23
2024-02-26,Monday,18:00:00,22
2024-02-26,Monday,19:00:00,27
2024-02-26,Monday,20:00:00,19
2024-02-26,Monday,21:00:00,12
2024-02-25,Sunday,10:00:00,14
2024-02-25,Sunday,11:00:00,33
2024-02-25,Sunday,12:00:00,48
2024-02-25,Sunday,13:00:00,53
2024-02-25,Sunday,14:00:00,51
2024-02-25,Sunday,15:00:00,49
2024-02-25,Sunday,16:00:00,48
2024-02-25,Sunday,17:00:00,39
2024-02-25,Sunday,18:00:00,39
2024-02-25,Sunday,19:00:00,39
2024-02-25,Sunday,20:00:00,25
2024-02-25,Sunday,21:00:00,13
2024-02-24,Saturday,10:00:00,9
2024-02-24,Saturday,11:00:00,20
2024-02-24,Saturday,12:00:00,3
2024-02-24,Saturday,13:00:00,45
2024-02-24,Saturday,14:00:00,47
2024-02-24,Saturday,15:00:00,40
2024-02-24,Saturday,16:00:00,38
2024-02-24,Saturday,17:00:00,42
2024-02-24,Saturday,18:00:00,48
2024-02-24,Saturday,19:00:00,45
2024-02-24,Saturday,20:00:00,31
2024-02-24,Saturday,21:00:00,13
2024-02-23,Friday,10:00:00,16
2024-02-23,Friday,11:00:00,34
2024-02-23,Friday,12:00:00,46
2024-02-23,Friday,13:00:00,46
2024-02-23,Friday,14:00:00,45
2024-02-23,Friday,15:00:00,34
2024-02-23,Friday,16:00:00,34
2024-02-23,Friday,17:00:00,39
2024-02-23,Friday,18:00:00,39
2024-02-23,Friday,19:00:00,33
2024-02-23,Friday,20:00:00,29
2024-02-23,Friday,21:00:00,18
2024-02-22,Thursday,10:00:00,11
2024-02-22,Thursday,11:00:00,24
2024-02-22,Thursday,12:00:00,36
2024-02-22,Thursday,13:00:00,47
2024-02-22,Thursday,14:00:00,36
2024-02-22,Thursday,15:00:00,29
2024-02-22,Thursday,16:00:00,26
2024-02-22,Thursday,17:00:00,29
2024-02-22,Thursday,18:00:00,30
2024-02-22,Thursday,19:00:00,23
2024-02-22,Thursday,20:00:00,22
2024-02-22,Thursday,21:00:00,10
2024-02-21,Wednesday,10:00:00,19
2024-02-21,Wednesday,11:00:00,27
2024-02-21,Wednesday,12:00:00,41
2024-02-21,Wednesday,13:00:00,43
2024-02-21,Wednesday,14:00:00,39
2024-02-21,Wednesday,15:00:00,35
2024-02-21,Wednesday,16:00:00,31
2024-02-21,Wednesday,17:00:00,29
2024-02-21,Wednesday,18:00:00,25
2024-02-21,Wednesday,19:00:00,19
2024-02-21,Wednesday,20:00:00,15
2024-02-21,Wednesday,21:00:00,7
2024-02-20,Tuesday,10:00:00,42
2024-02-20,Tuesday,11:00:00,79
2024-02-20,Tuesday,12:00:00,99
2024-02-20,Tuesday,13:00:00,103
2024-02-20,Tuesday,14:00:00,82
2024-02-20,Tuesday,15:00:00,42
2024-02-20,Tuesday,16:00:00,32
2024-02-20,Tuesday,17:00:00,24
2024-02-20,Tuesday,18:00:00,28
2024-02-20,Tuesday,19:00:00,20
2024-02-20,Tuesday,20:00:00,14
2024-02-20,Tuesday,21:00:00,7
2024-02-19,Monday,10:00:00,10
2024-02-19,Monday,11:00:00,22
2024-02-19,Monday,12:00:00,41
2024-02-19,Monday,13:00:00,49
2024-02-19,Monday,14:00:00,46
2024-02-19,Monday,15:00:00,38
2024-02-19,Monday,16:00:00,26
2024-02-19,Monday,17:00:00,23
2024-02-19,Monday,18:00:00,24
2024-02-19,Monday,19:00:00,21
2024-02-19,Monday,20:00:00,18
2024-02-19,Monday,21:00:00,12
2024-02-18,Sunday,10:00:00,14
2024-02-18,Sunday,11:00:00,35
2024-02-18,Sunday,12:00:00,48
2024-02-18,Sunday,13:00:00,56
2024-02-18,Sunday,14:00:00,50
2024-02-18,Sunday,15:00:00,48
2024-02-18,Sunday,16:00:00,41
2024-02-18,Sunday,17:00:00,47
2024-02-18,Sunday,18:00:00,44
2024-02-18,Sunday,19:00:00,39
2024-02-18,Sunday,20:00:00,23
2024-02-18,Sunday,21:00:00,11
2024-02-17,Saturday,10:00:00,8
2024-02-17,Saturday,11:00:00,23
2024-02-17,Saturday,12:00:00,3
2024-02-17,Saturday,13:00:00,46
2024-02-17,Saturday,14:00:00,49
2024-02-17,Saturday,15:00:00,41
2024-02-17,Saturday,16:00:00,37
2024-02-17,Saturday,17:00:00,42
2024-02-17,Saturday,18:00:00,51
2024-02-17,Saturday,19:00:00,47
2024-02-17,Saturday,20:00:00,33
2024-02-17,Saturday,21:00:00,13
2024-02-16,Friday,10:00:00,15
2024-02-16,Friday,11:00:00,31
2024-02-16,Friday,12:00:00,50
2024-02-16,Friday,13:00:00,47
2024-02-16,Friday,14:00:00,47
2024-02-16,Friday,15:00:00,35
2024-02-16,Friday,16:00:00,36
2024-02-16,Friday,17:00:00,34
2024-02-16,Friday,18:00:00,40
2024-02-16,Friday,19:00:00,38
2024-02-16,Friday,20:00:00,27
2024-02-16,Friday,21:00:00,18
2024-02-15,Thursday,10:00:00,11
2024-02-15,Thursday,11:00:00,21
2024-02-15,Thursday,12:00:00,38
2024-02-15,Thursday,13:00:00,47
2024-02-15,Thursday,14:00:00,38
2024-02-15,Thursday,15:00:00,28
2024-02-15,Thursday,16:00:00,24
2024-02-15,Thursday,17:00:00,28
2024-02-15,Thursday,18:00:00,29
2024-02-15,Thursday,19:00:00,21
2024-02-15,Thursday,20:00:00,18
2024-02-15,Thursday,21:00:00,10
2024-02-14,Wednesday,10:00:00,19
2024-02-14,Wednesday,11:00:00,33
2024-02-14,Wednesday,12:00:00,47
2024-02-14,Wednesday,13:00:00,51
2024-02-14,Wednesday,14:00:00,39
2024-02-14,Wednesday,15:00:00,37
2024-02-14,Wednesday,16:00:00,31
2024-02-14,Wednesday,17:00:00,29
2024-02-14,Wednesday,18:00:00,24
2024-02-14,Wednesday,19:00:00,22
2024-02-14,Wednesday,20:00:00,14
2024-02-14,Wednesday,21:00:00,6
2024-02-13,Tuesday,10:00:00,40
2024-02-13,Tuesday,11:00:00,83
2024-02-13,Tuesday,12:00:00,94
2024-02-13,Tuesday,13:00:00,93
2024-02-13,Tuesday,14:00:00,71
2024-02-13,Tuesday,15:00:00,50
2024-02-13,Tuesday,16:00:00,30
2024-02-13,Tuesday,17:00:00,25
2024-02-13,Tuesday,18:00:00,28
2024-02-13,Tuesday,19:00:00,21
2024-02-13,Tuesday,20:00:00,13
2024-02-13,Tuesday,21:00:00,7
2024-02-12,Monday,10:00:00,9
2024-02-12,Monday,11:00:00,26
2024-02-12,Monday,12:00:00,42
2024-02-12,Monday,13:00:00,50
2024-02-12,Monday,14:00:00,45
2024-02-12,Monday,15:00:00,33
2024-02-12,Monday,16:00:00,26
2024-02-12,Monday,17:00:00,22
2024-02-12,Monday,18:00:00,23
2024-02-12,Monday,19:00:00,23
2024-02-12,Monday,20:00:00,19
2024-02-12,Monday,21:00:00,12
2024-02-11,Sunday,10:00:00,15
2024-02-11,Sunday,11:00:00,31
2024-02-11,Sunday,12:00:00,48
2024-02-11,Sunday,13:00:00,53
2024-02-11,Sunday,14:00:00,49
2024-02-11,Sunday,15:00:00,48
2024-02-11,Sunday,16:00:00,39
2024-02-11,Sunday,17:00:00,45
2024-02-11,Sunday,18:00:00,42
2024-02-11,Sunday,19:00:00,39
2024-02-11,Sunday,20:00:00,25
2024-02-11,Sunday,21:00:00,13
2024-02-10,Saturday,10:00:00,9
2024-02-10,Saturday,11:00:00,23
2024-02-10,Saturday,12:00:00,3
2024-02-10,Saturday,13:00:00,45
2024-02-10,Saturday,14:00:00,48
2024-02-10,Saturday,15:00:00,40
2024-02-10,Saturday,16:00:00,34
2024-02-10,Saturday,17:00:00,41
2024-02-10,Saturday,18:00:00,49
2024-02-10,Saturday,19:00:00,49
2024-02-10,Saturday,20:00:00,30
2024-02-10,Saturday,21:00:00,12
2024-02-09,Friday,10:00:00,15
2024-02-09,Friday,11:00:00,33
2024-02-09,Friday,12:00:00,47
2024-02-09,Friday,13:00:00,50
2024-02-09,Friday,14:00:00,43
2024-02-09,Friday,15:00:00,34
2024-02-09,Friday,16:00:00,36
2024-02-09,Friday,17:00:00,38
2024-02-09,Friday,18:00:00,36
2024-02-09,Friday,19:00:00,35
2024-02-09,Friday,20:00:00,28
2024-02-09,Friday,21:00:00,17
2024-02-08,Thursday,10:00:00,11
2024-02-08,Thursday,11:00:00,21
2024-02-08,Thursday,12:00:00,40
2024-02-08,Thursday,13:00:00,45
2024-02-08,Thursday,14:00:00,39
2024-02-08,Thursday,15:00:00,32
2024-02-08,Thursday,16:00:00,25
2024-02-08,Thursday,17:00:00,29
2024-02-08,Thursday,18:00:00,29
2024-02-08,Thursday,19:00:00,24
2024-02-08,Thursday,20:00:00,20
2024-02-08,Thursday,21:00:00,10
2024-02-07,Wednesday,10:00:00,19
2024-02-07,Wednesday,11:00:00,32
2024-02-07,Wednesday,12:00:00,43
2024-02-07,Wednesday,13:00:00,46
2024-02-07,Wednesday,14:00:00,37
2024-02-07,Wednesday,15:00:00,37
2024-02-07,Wednesday,16:00:00,32
2024-02-07,Wednesday,17:00:00,30
2024-02-07,Wednesday,18:00:00,26
2024-02-07,Wednesday,19:00:00,18
2024-02-07,Wednesday,20:00:00,15
2024-02-07,Wednesday,21:00:00,7
2024-02-06,Tuesday,10:00:00,42
2024-02-06,Tuesday,11:00:00,73
2024-02-06,Tuesday,12:00:00,99
2024-02-06,Tuesday,13:00:00,99
2024-02-06,Tuesday,14:00:00,81
2024-02-06,Tuesday,15:00:00,43
2024-02-06,Tuesday,16:00:00,32
2024-02-06,Tuesday,17:00:00,25
2024-02-06,Tuesday,18:00:00,29
2024-02-06,Tuesday,19:00:00,19
2024-02-06,Tuesday,20:00:00,13
2024-02-06,Tuesday,21:00:00,7
2024-02-05,Monday,10:00:00,9
2024-02-05,Monday,11:00:00,24
2024-02-05,Monday,12:00:00,42
2024-02-05,Monday,13:00:00,49
2024-02-05,Monday,14:00:00,47
2024-02-05,Monday,15:00:00,36
2024-02-05,Monday,16:00:00,28
2024-02-05,Monday,17:00:00,22
2024-02-05,Monday,18:00:00,24
2024-02-05,Monday,19:00:00,25
2024-02-05,Monday,20:00:00,20
2024-02-05,Monday,21:00:00,12
2024-02-04,Sunday,10:00:00,13
2024-02-04,Sunday,11:00:00,35
2024-02-04,Sunday,12:00:00,48
2024-02-04,Sunday,13:00:00,63
2024-02-04,Sunday,14:00:00,56
2024-02-04,Sunday,15:00:00,42
2024-02-04,Sunday,16:00:00,39
2024-02-04,Sunday,17:00:00,41
2024-02-04,Sunday,18:00:00,46
2024-02-04,Sunday,19:00:00,39
2024-02-04,Sunday,20:00:00,23
2024-02-04,Sunday,21:00:00,12
2024-02-03,Saturday,10:00:00,10
2024-02-03,Saturday,11:00:00,22
2024-02-03,Saturday,12:00:00,3
2024-02-03,Saturday,13:00:00,47
2024-02-03,Saturday,14:00:00,47
2024-02-03,Saturday,15:00:00,41
2024-02-03,Saturday,16:00:00,37
2024-02-03,Saturday,17:00:00,41
2024-02-03,Saturday,18:00:00,47
2024-02-03,Saturday,19:00:00,49
2024-02-03,Saturday,20:00:00,31
2024-02-03,Saturday,21:00:00,13
2024-02-02,Friday,10:00:00,14
2024-02-02,Friday,11:00:00,31
2024-02-02,Friday,12:00:00,50
2024-02-02,Friday,13:00:00,52
2024-02-02,Friday,14:00:00,45
2024-02-02,Friday,15:00:00,36
2024-02-02,Friday,16:00:00,35
2024-02-02,Friday,17:00:00,33
2024-02-02,Friday,18:00:00,34
2024-02-02,Friday,19:00:00,37
2024-02-02,Friday,20:00:00,28
2024-02-02,Friday,21:00:00,19
2024-02-01,Thursday,10:00:00,12
2024-02-01,Thursday,11:00:00,23
2024-02-01,Thursday,12:00:00,37
2024-02-01,Thursday,13:00:00,50
2024-02-01,Thursday,14:00:00,39
2024-02-01,Thursday,15:00:00,27
2024-02-01,Thursday,16:00:00,25
2024-02-01,Thursday,17:00:00,28
2024-02-01,Thursday,18:00:00,28
2024-02-01,Thursday,19:00:00,22
2024-02-01,Thursday,20:00:00,21
2024-02-01,Thursday,21:00:00,10
2024-01-31,Wednesday,10:00:00,20
2024-01-31,Wednesday,11:00:00,33
2024-01-31,Wednesday,12:00:00,48
2024-01-31,Wednesday,13:00:00,49
2024-01-31,Wednesday,14:00:00,40
2024-01-31,Wednesday,15:00:00,35
2024-01-31,Wednesday,16:00:00,32
2024-01-31,Wednesday,17:00:00,29
2024-01-31,Wednesday,18:00:00,24
2024-01-31,Wednesday,19:00:00,21
2024-01-31,Wednesday,20:00:00,16
2024-01-31,Wednesday,21:00:00,7
2024-01-30,Tuesday,10:00:00,44
2024-01-30,Tuesday,11:00:00,78
2024-01-30,Tuesday,12:00:00,96
2024-01-30,Tuesday,13:00:00,92
2024-01-30,Tuesday,14:00:00,79
2024-01-30,Tuesday,15:00:00,43
2024-01-30,Tuesday,16:00:00,30
2024-01-30,Tuesday,17:00:00,26
2024-01-30,Tuesday,18:00:00,26
2024-01-30,Tuesday,19:00:00,20
2024-01-30,Tuesday,20:00:00,13
2024-01-30,Tuesday,21:00:00,7
2024-01-29,Monday,10:00:00,9
2024-01-29,Monday,11:00:00,20
2024-01-29,Monday,12:00:00,41
2024-01-29,Monday,13:00:00,46
2024-01-29,Monday,14:00:00,49
2024-01-29,Monday,15:00:00,33
2024-01-29,Monday,16:00:00,26
2024-01-29,Monday,17:00:00,23
2024-01-29,Monday,18:00:00,21
2024-01-29,Monday,19:00:00,23
2024-01-29,Monday,20:00:00,20
2024-01-29,Monday,21:00:00,13
2024-01-28,Sunday,10:00:00,14
2024-01-28,Sunday,11:00:00,32
2024-01-28,Sunday,12:00:00,48
2024-01-28,Sunday,13:00:00,56
2024-01-28,Sunday,14:00:00,54
2024-01-28,Sunday,15:00:00,49
2024-01-28,Sunday,16:00:00,46
2024-01-28,Sunday,17:00:00,44
2024-01-28,Sunday,18:00:00,45
2024-01-28,Sunday,19:00:00,38
2024-01-28,Sunday,20:00:00,23
2024-01-28,Sunday,21:00:00,11
2024-01-27,Saturday,10:00:00,9
2024-01-27,Saturday,11:00:00,23
2024-01-27,Saturday,12:00:00,3
2024-01-27,Saturday,13:00:00,47
2024-01-27,Saturday,14:00:00,43
2024-01-27,Saturday,15:00:00,42
2024-01-27,Saturday,16:00:00,32
2024-01-27,Saturday,17:00:00,43
2024-01-27,Saturday,18:00:00,51
2024-01-27,Saturday,19:00:00,51
2024-01-27,Saturday,20:00:00,30
2024-01-27,Saturday,21:00:00,13
2024-01-26,Friday,10:00:00,14
2024-01-26,Friday,11:00:00,33
2024-01-26,Friday,12:00:00,48
2024-01-26,Friday,13:00:00,50
2024-01-26,Friday,14:00:00,42
2024-01-26,Friday,15:00:00,37
2024-01-26,Friday,16:00:00,33
2024-01-26,Friday,17:00:00,35
2024-01-26,Friday,18:00:00,35
2024-01-26,Friday,19:00:00,39
2024-01-26,Friday,20:00:00,28
2024-01-26,Friday,21:00:00,17
2024-01-25,Thursday,10:00:00,11
2024-01-25,Thursday,11:00:00,22
2024-01-25,Thursday,12:00:00,38
2024-01-25,Thursday,13:00:00,46
2024-01-25,Thursday,14:00:00,39
2024-01-25,Thursday,15:00:00,30
2024-01-25,Thursday,16:00:00,26
2024-01-25,Thursday,17:00:00,26
2024-01-25,Thursday,18:00:00,29
2024-01-25,Thursday,19:00:00,23
2024-01-25,Thursday,20:00:00,19
2024-01-25,Thursday,21:00:00,10
2024-01-24,Wednesday,10:00:00,19
2024-01-24,Wednesday,11:00:00,33
2024-01-24,Wednesday,12:00:00,47
2024-01-24,Wednesday,13:00:00,49
2024-01-24,Wednesday,14:00:00,39
2024-01-24,Wednesday,15:00:00,32
2024-01-24,Wednesday,16:00:00,34
2024-01-24,Wednesday,17:00:00,27
2024-01-24,Wednesday,18:00:00,28
2024-01-24,Wednesday,19:00:00,22
2024-01-24,Wednesday,20:00:00,14
2024-01-24,Wednesday,21:00:00,7
2024-01-23,Tuesday,10:00:00,40
2024-01-23,Tuesday,11:00:00,78
2024-01-23,Tuesday,12:00:00,92
2024-01-23,Tuesday,13:00:00,100
2024-01-23,Tuesday,14:00:00,76
2024-01-23,Tuesday,15:00:00,47
2024-01-23,Tuesday,16:00:00,31
2024-01-23,Tuesday,17:00:00,26
2024-01-23,Tuesday,18:00:00,30
2024-01-23,Tuesday,19:00:00,20
2024-01-23,Tuesday,20:00:00,14
2024-01-23,Tuesday,21:00:00,7
2024-01-22,Monday,10:00:00,9
2024-01-22,Monday,11:00:00,22
2024-01-22,Monday,12:00:00,40
2024-01-22,Monday,13:00:00,53
2024-01-22,Monday,14:00:00,48
2024-01-22,Monday,15:00:00,35
2024-01-22,Monday,16:00:00,28
2024-01-22,Monday,17:00:00,22
2024-01-22,Monday,18:00:00,24
2024-01-22,Monday,19:00:00,24
2024-01-22,Monday,20:00:00,19
2024-01-22,Monday,21:00:00,12
2024-01-21,Sunday,10:00:00,15
2024-01-21,Sunday,11:00:00,35
2024-01-21,Sunday,12:00:00,49
2024-01-21,Sunday,13:00:00,54
2024-01-21,Sunday,14:00:00,52
2024-01-21,Sunday,15:00:00,46
2024-01-21,Sunday,16:00:00,41
2024-01-21,Sunday,17:00:00,46
2024-01-21,Sunday,18:00:00,45
2024-01-21,Sunday,19:00:00,40
2024-01-21,Sunday,20:00:00,24
2024-01-21,Sunday,21:00:00,12
2024-01-20,Saturday,10:00:00,9
2024-01-20,Saturday,11:00:00,21
2024-01-20,Saturday,12:00:00,3
2024-01-20,Saturday,13:00:00,43
2024-01-20,Saturday,14:00:00,49
2024-01-20,Saturday,15:00:00,43
2024-01-20,Saturday,16:00:00,38
2024-01-20,Saturday,17:00:00,40
2024-01-20,Saturday,18:00:00,54
2024-01-20,Saturday,19:00:00,53
2024-01-20,Saturday,20:00:00,29
2024-01-20,Saturday,21:00:00,14
2024-01-19,Friday,10:00:00,15
2024-01-19,Friday,11:00:00,32
2024-01-19,Friday,12:00:00,52
2024-01-19,Friday,13:00:00,47
2024-01-19,Friday,14:00:00,46
2024-01-19,Friday,15:00:00,35
2024-01-19,Friday,16:00:00,34
2024-01-19,Friday,17:00:00,35
2024-01-19,Friday,18:00:00,40
2024-01-19,Friday,19:00:00,37
2024-01-19,Friday,20:00:00,27
2024-01-19,Friday,21:00:00,18
2024-01-18,Thursday,10:00:00,11
2024-01-18,Thursday,11:00:00,20
2024-01-18,Thursday,12:00:00,38
2024-01-18,Thursday,13:00:00,45
2024-01-18,Thursday,14:00:00,37
2024-01-18,Thursday,15:00:00,28
2024-01-18,Thursday,16:00:00,28
2024-01-18,Thursday,17:00:00,26
2024-01-18,Thursday,18:00:00,27
2024-01-18,Thursday,19:00:00,27
2024-01-18,Thursday,20:00:00,20
2024-01-18,Thursday,21:00:00,10
2024-01-17,Wednesday,10:00:00,18
2024-01-17,Wednesday,11:00:00,29
2024-01-17,Wednesday,12:00:00,46
2024-01-17,Wednesday,13:00:00,45
2024-01-17,Wednesday,14:00:00,37
2024-01-17,Wednesday,15:00:00,36
2024-01-17,Wednesday,16:00:00,35
2024-01-17,Wednesday,17:00:00,27
2024-01-17,Wednesday,18:00:00,24
2024-01-17,Wednesday,19:00:00,20
2024-01-17,Wednesday,20:00:00,15
2024-01-17,Wednesday,21:00:00,7
2024-01-16,Tuesday,10:00:00,40
2024-01-16,Tuesday,11:00:00,77
2024-01-16,Tuesday,12:00:00,105
2024-01-16,Tuesday,13:00:00,90
2024-01-16,Tuesday,14:00:00,77
2024-01-16,Tuesday,15:00:00,45
2024-01-16,Tuesday,16:00:00,29
2024-01-16,Tuesday,17:00:00,25
2024-01-16,Tuesday,18:00:00,29
2024-01-16,Tuesday,19:00:00,21
2024-01-16,Tuesday,20:00:00,14
2024-01-16,Tuesday,21:00:00,7
2024-01-15,Monday,10:00:00,10
2024-01-15,Monday,11:00:00,22
2024-01-15,Monday,12:00:00,43
2024-01-15,Monday,13:00:00,50
2024-01-15,Monday,14:00:00,44
